FILE,LHS_SEMIDETERMINISTIC,RHS_SEMIDETERMINISTIC,LHS_STATES,RHS_STATES,LHS_TRANS,RHS_TRANS,ALPHABET_SIZE,RESULT_STATES,ALGORITHM,RUNTIME(ms),RESULT
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,36,DifferenceTarjan+TreeSet+lazyS+lazyB+BA,32,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY2_Iteration2.ats,false,false,21,16,21,37,29,35,DifferenceTarjan+TreeSet+lazyS+lazyB+GBA,33,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,37,DifferenceTarjan+TreeSet+BA,34,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,36,DifferenceTarjan+TreeSet+GBA,38,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,37,DifferenceTarjan+TreeSet+lazyS+BA,35,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,36,DifferenceTarjan+TreeSet+lazyS+GBA,30,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,37,DifferenceTarjan+TreeSet+lazyB+BA,30,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,36,DifferenceTarjan+TreeSet+lazyB+GBA,31,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,37,DifferenceTarjan+TreeSet+lazyS+lazyB+BA,27,true
a.07-alloca_true-termination_true-no-overflow.c.i_INTSET_LAZY3_Iteration2.ats,false,false,21,14,21,22,29,36,DifferenceTarjan+TreeSet+lazyS+lazyB+GBA,30,true
a.07-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration2.ats,false,false,21,15,21,21,29,38,DifferenceTarjan+TreeSet+BA,33,true
a.07-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration2.ats,false,false,21,15,21,21,29,36,DifferenceTarjan+TreeSet+GBA,36,true
a.07-alloca_true-termination_true-no-overflow.c.i_ORIGINAL_Iteration2.ats,false,false,21,15,21,21,29,38,DifferenceTarjan+TreeSet+lazyS+BA,33,true
